ACCESSION	samplename	DNA#	ADM_#	ADM_CODE	POP_CODE	POPNAME	POP#	GROUP	LONG	LAT	server	path	plastome
WAD2_DNA1127	WAD2	1127	823	PBAL	WAD	Wadena		B03	-104.27	52.37	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2037/C2P8KACXX_1/IX2037_C2P8KACXX_1_ATCCTA.bam	DONE
PhetD_ABG2011_DNA1129	PhetD_ABG2011	1129	623	PHET	HETE	HETE	HETE	A01	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-24/IX2055/C2NAMACXX_5/IX2055_C2NAMACXX_5_ACATCT.bam	DONE
Pf13012701_DNA1143	Pf13012701	1143	614	PFRE	FREM	FREM	FREM	A04	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2052/C2PVTACXX_8/IX2052_C2PVTACXX_8_ATTCCT.bam	DONE
Pf13020101_DNA1144	Pf13020101	1144	615	PFRE	FREM	FREM	FREM	A04	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2051/C2PVTACXX_7/IX2051_C2PVTACXX_7_CATTTT.bam	DONE
Pa13020102_DNA1145	Pa13020102	1145	611	PANG	ANGU	ANGU	ANGU	A05	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2050/C2PVTACXX_6/IX2050_C2PVTACXX_6_CGGAAT.bam	DONE
Pf13020201_DNA1146	Pf13020201	1146	616	PFRE	FREM	FREM	FREM	A04	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-12-04/IX2053/C34R9ACXX_1/IX2053_C34R9ACXX_1_GATATA.bam	DONE
Pa13020302_DNA1148	Pa13020302	1148	612	PANG	ANGU	ANGU	ANGU	A05	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2051/C2PVTACXX_7/IX2051_C2PVTACXX_7_TCTACC.bam	DONE
Pf13020303_DNA1149	Pf13020303	1149	617	PFRE	FREM	FREM	FREM	A04	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2050/C2PVTACXX_6/IX2050_C2PVTACXX_6_AGTCAA.bam	DONE
EDM7_DNA1150	EDM7	1150	162	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2036/C2P5YACXX_8/IX2036_C2P5YACXX_8_CCGCAA.bam	DONE
FTM11_DNA1151	FTM11	1151	195	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2035/C2P5YACXX_7/IX2035_C2P5YACXX_7_GAAACC.bam	DONE
HAY15_DNA1152	HAY15	1152	281	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2045/C2PVTACXX_1/IX2045_C2PVTACXX_1_GCCTTA.bam	DONE
KUU11_DNA1153	KUU11	1153	373	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2033/C2P5YACXX_5/IX2033_C2P5YACXX_5_TCCCGA.bam	DONE
KUU15_DNA1154	KUU15	1154	376	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2045/C2PVTACXX_1/IX2045_C2PVTACXX_1_TTCGAA.bam	DONE
LAR1_DNA1155	LAR1	1155	400	PBAL	LAR	La Ronge		B03	-105.55	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2040/C2P8KACXX_4/IX2040_C2P8KACXX_4_GCCAAT.bam	DONE
LOV13_DNA1157	LOV13	1157	429	PBAL	LOV	Love		B03	-105.5	53.63	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2035/C2P5YACXX_7/IX2035_C2P5YACXX_7_AAAGCA.bam	DONE
MAN3_DNA1158	MAN3	1158	444	PBAL	MAN	Manicougan		B04	-68.32	49.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2038/C2P8KACXX_2/IX2038_C2P8KACXX_2_AATAGG.bam	DONE
MAN12_DNA1159	MAN12	1159	440	PBAL	MAN	Manicougan		B04	-68.32	49.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2033/C2P5YACXX_5/IX2033_C2P5YACXX_5_AGAAGA.bam	DONE
BOY5_DNA1160	BOY5	1160	46	PBAL	BOY	Boyle		B03	-112.65	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2032/C2P5YACXX_4/IX2032_C2P5YACXX_4_ATCTAT.bam	DONE
GYP11_DNA1163	GYP11	1163	248	PBAL	GYP	Gypsumville		B03	-98.62	51.77	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2042/C2P8KACXX_6/IX2042_C2P8KACXX_6_GAATAA.bam	DONE
MAN6_DNA1164	MAN6	1164	447	PBAL	MAN	Manicougan		B04	-68.32	49.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2040/C2P8KACXX_4/IX2040_C2P8KACXX_4_GCTCCA.bam	DONE
Pt13020402_DNA1177	Pt13020402	1177	624	PTRI	Pt13	NA	31	C05	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2032/C2P5YACXX_4/IX2032_C2P5YACXX_4_TCGAAG.bam	DONE
Pt13020404_DNA1178	Pt13020404	1178	625	PTRI	Pt13	NA	31	C05	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2032/C2P5YACXX_4/IX2032_C2P5YACXX_4_TTCTCC.bam	DONE
Pt13020501_DNA1179	Pt13020501	1179	626	PTRI	Pt13	NA	31	C05	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2048/C2PVTACXX_4/IX2048_C2PVTACXX_4_CAGATC.bam	DONE
Pt13020502_DNA1180	Pt13020502	1180	627	PTRI	Pt13	NA	31	C05	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2048/C2PVTACXX_4/IX2048_C2PVTACXX_4_AAATGC.bam	DONE
Pt13020503_DNA1181	Pt13020503	1181	628	PTRI	Pt13	NA	31	C05	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2048/C2PVTACXX_4/IX2048_C2PVTACXX_4_ACAAAC.bam	DONE
RNA8_DNA1187	RNA8	1187	654	PBAL	RNA	Rouyn-Noranda		B03	-78.67	48.6	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2057/C34BNACXX_6/IX2057_C34BNACXX_6_AGATAG.bam	DONE
RNA9_DNA1188	RNA9	1188	655	PBAL	RNA	Rouyn-Noranda		B03	-78.67	48.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2049/C2PVTACXX_5/IX2049_C2PVTACXX_5_ATGAGC.bam	DONE
RNA10_DNA1189	RNA10	1189	648	PBAL	RNA	Rouyn-Noranda		B03	-78.67	48.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2049/C2PVTACXX_5/IX2049_C2PVTACXX_5_CATGGC.bam	DONE
MIN8_DNA1190	MIN8	1190	525	PBAL	MIN	Minnedosa		B03	-99.85	50.32	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2057/C34BNACXX_6/IX2057_C34BNACXX_6_CGAGAA.bam	DONE
DEN15_DNA1191	DEN15	1191	120	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2049/C2PVTACXX_5/IX2049_C2PVTACXX_5_GACGGA.bam	DONE
LAR10_DNA1192	LAR10	1192	394	PBAL	LAR	La Ronge		B03	-105.55	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2048/C2PVTACXX_4/IX2048_C2PVTACXX_4_GGCACA.bam	DONE
SKNO10-4_DNA395A	SKNO10-4	395A	684	PTRI	SKNO	Skeena river/O	10	C01	-129.533333	54.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0349/D104PACXX_5/IX0349_D104PACXX_5_GTGGCC.bam	DONE
P.het180_DNA774Z	P.het180	774Z	587	PHET	HETE	HETE	HETE	A01	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0984/D18W4ACXX_6/IX0984_D18W4ACXX_6_AGTCAA.bam	DONE
BLCG28-1	BLCG28-1		33	PTRI	BLCG	Black Creek/G	28	C03	-125.183333	49.833333	#N/A	#N/A	BESC
BLCG28-3	BLCG28-3		34	PTRI	BLCG	Black Creek/G	28	C03	-125.183333	49.833333	#N/A	#N/A	BESC
CHWH27-1	CHWH27-1		97	PTRI	CHWH	Chilliwack river/H	27	C03	-121.516667	49.1	#N/A	#N/A	BESC
CHWH27-2	CHWH27-2		98	PTRI	CHWH	Chilliwack river/H	27	C03	-121.516667	49.1	#N/A	#N/A	BESC
CHWH27-3	CHWH27-3		99	PTRI	CHWH	Chilliwack river/H	27	C03	-121.516667	49.1	#N/A	#N/A	BESC
CHWH27-4	CHWH27-4		100	PTRI	CHWH	Chilliwack river/H	27	C03	-121.516667	49.1	#N/A	#N/A	BESC
CHWH27-5	CHWH27-5		101	PTRI	CHWH	Chilliwack river/H	27	C03	-121.516667	49.1	#N/A	#N/A	BESC
CHWI27-4	CHWI27-4		102	PTRI	CHWI	Chilliwack river/I	27	C03	-121.633333	49.1	#N/A	#N/A	BESC
CHWJ27-2	CHWJ27-2		103	PTRI	CHWJ	Chilliwack river/J	27	C03	-121.716667	49.083333	#N/A	#N/A	BESC
CHWK27-2	CHWK27-2		104	PTRI	CHWK	Chilliwack river/K	27	C03	121.733333	49.083333	#N/A	#N/A	BESC
CHWK27-3	CHWK27-3		105	PTRI	CHWK	Chilliwack river/K	27	C03	121.733333	49.083333	#N/A	#N/A	BESC
CMBF28-1	CMBF28-1		106	PTRI	CMBF	Campbell river/F	28	C03	-125.25	49.95	#N/A	#N/A	BESC
CMBF28-5	CMBF28-5		107	PTRI	CMBF	Campbell river/F	28	C03	-125.25	49.95	#N/A	#N/A	BESC
CNYH28-2	CNYH28-2		108	PTRI	CNYH	Courtenay/H	28	C03	-125.066667	49.666667	#N/A	#N/A	BESC
CNYH28-4	CNYH28-4		109	PTRI	CNYH	Courtenay/H	28	C03	-125.066667	49.666667	#N/A	#N/A	BESC
CNYH28-5	CNYH28-5		110	PTRI	CNYH	Courtenay/H	28	C03	-125.066667	49.666667	#N/A	#N/A	BESC
DENA17-4	DENA17-4		129	PTRI	DENA	Dean river/A	17	C03	-126.616667	52.766667	#N/A	#N/A	BESC
DENB17-1	DENB17-1		130	PTRI	DENB	Dean river/B	17	C03	-126.7	52.833333	#N/A	#N/A	BESC
DENB17-2	DENB17-2		131	PTRI	DENB	Dean river/B	17	C03	-126.7	52.833333	#N/A	#N/A	BESC
DENB17-4	DENB17-4		132	PTRI	DENB	Dean river/B	17	C03	-126.7	52.833333	#N/A	#N/A	BESC
DENC17-3	DENC17-3		133	PTRI	DENC	Dean river/C	17	C03	-126.8	52.833333	#N/A	#N/A	BESC
DENC17-5	DENC17-5		134	PTRI	DENC	Dean river/C	17	C03	-126.8	52.833333	#N/A	#N/A	BESC
DEND17-2	DEND17-2		135	PTRI	DEND	Dean river/D	17	C03	-126.95	52.816667	#N/A	#N/A	BESC
FNYI28-1	FNYI28-1		180	PTRI	FNYI	Fanny Bay/I	28	C03	-124.85	49.516667	#N/A	#N/A	BESC
FNYI28-2	FNYI28-2		181	PTRI	FNYI	Fanny Bay/I	28	C03	-124.85	49.516667	#N/A	#N/A	BESC
FNYI28-3	FNYI28-3		182	PTRI	FNYI	Fanny Bay/I	28	C03	-124.85	49.516667	#N/A	#N/A	BESC
FNYI28-4	FNYI28-4		183	PTRI	FNYI	Fanny Bay/I	28	C03	-124.85	49.516667	#N/A	#N/A	BESC
GLCA26-1	GLCA26-1		222	PTRI	GLCA	Glacier lake/A	26	C03	-122.45	49.866667	#N/A	#N/A	BESC
GLCB26-2	GLCB26-2		223	PTRI	GLCB	Glacier/B Alta lake	26	C03	-123	50.1	#N/A	#N/A	BESC
GLCB26-3	GLCB26-3		224	PTRI	GLCB	Glacier/B Alta lake	26	C03	-123	50.1	#N/A	#N/A	BESC
GLCB26-4	GLCB26-4		225	PTRI	GLCB	Glacier/B Alta lake	26	C03	-123	50.1	#N/A	#N/A	BESC
HARA26-1	HARA26-1		265	PTRI	HARA	Harrison river/A	26	C03	-122.533333	50.116667	#N/A	#N/A	BESC
HARA26-2	HARA26-2		266	PTRI	HARA	Harrison river/A	26	C03	-122.533333	50.116667	#N/A	#N/A	BESC
HARB26-1	HARB26-1		267	PTRI	HARB	Harrison river/B	26	C03	-122.533333	50.033333	#N/A	#N/A	BESC
HARB26-2	HARB26-2		268	PTRI	HARB	Harrison river/B	26	C03	-122.533333	50.033333	#N/A	#N/A	BESC
HARB26-3	HARB26-3		269	PTRI	HARB	Harrison river/B	26	C03	-122.533333	50.033333	#N/A	#N/A	BESC
HARB26-4	HARB26-4		270	PTRI	HARB	Harrison river/B	26	C03	-122.533333	50.033333	#N/A	#N/A	BESC
HARB26-5	HARB26-5		271	PTRI	HARB	Harrison river/B	26	C03	-122.533333	50.033333	#N/A	#N/A	BESC
HARC26-1	HARC26-1		272	PTRI	HARC	Harrison river/C	26	C03	-122.216667	49.766667	#N/A	#N/A	BESC
HARC26-2	HARC26-2		273	PTRI	HARC	Harrison river/C	26	C03	-122.216667	49.766667	#N/A	#N/A	BESC
HARC26-3	HARC26-3		274	PTRI	HARC	Harrison river/C	26	C03	-122.216667	49.766667	#N/A	#N/A	BESC
HARC26-5	HARC26-5		275	PTRI	HARC	Harrison river/C	26	C03	-122.216667	49.766667	#N/A	#N/A	BESC
HIRD12-2	HIRD12-2		295	PTRI	HIRD	Hirsch Cr/D	12	C01	-128.45	54.066667	#N/A	#N/A	BESC
HOMA21-2	HOMA21-2		298	PTRI	HOMA	Homathko river/A	21	C03	-124.85	50.933333	#N/A	#N/A	BESC
HOMA21-4	HOMA21-4		299	PTRI	HOMA	Homathko river/A	21	C03	-124.85	50.933333	#N/A	#N/A	BESC
HOMB21-2	HOMB21-2		300	PTRI	HOMB	Homathko river/B	21	C03	-124.9	50.95	#N/A	#N/A	BESC
HOMB21-3	HOMB21-3		301	PTRI	HOMB	Homathko river/B	21	C03	-124.9	50.95	#N/A	#N/A	BESC
HOMC21-1	HOMC21-1		304	PTRI	HOMC	Homathko river/C	21	C03	-124.95	51.233333	#N/A	#N/A	BESC
HOMC21-2	HOMC21-2		305	PTRI	HOMC	Homathko river/C	21	C03	-124.95	51.233333	#N/A	#N/A	BESC
HOMC21-3	HOMC21-3		306	PTRI	HOMC	Homathko river/C	21	C03	-124.95	51.233333	#N/A	#N/A	BESC
HOMD21-1	HOMD21-1		307	PTRI	HOMD	Homathko river/D	21	C03	-124.833333	51.283333	#N/A	#N/A	BESC
HOMD21-2	HOMD21-2		308	PTRI	HOMD	Homathko river/D	21	C03	-124.833333	51.283333	#N/A	#N/A	BESC
HOMD21-3	HOMD21-3		309	PTRI	HOMD	Homathko river/D	21	C03	-124.833333	51.283333	#N/A	#N/A	BESC
HOPF27-1	HOPF27-1		311	PTRI	HOPF	Hope North/F	27	C03	-121.433333	49.433333	#N/A	#N/A	BESC
HOPF27-3	HOPF27-3		312	PTRI	HOPF	Hope North/F	27	C03	-121.433333	49.433333	#N/A	#N/A	BESC
HOPF27-5	HOPF27-5		313	PTRI	HOPF	Hope North/F	27	C03	-121.433333	49.433333	#N/A	#N/A	BESC
HOPG27-1	HOPG27-1		316	PTRI	HOPG	Hope South/G	27	C03	-121.55	49.4	#N/A	#N/A	BESC
HOPG27-5	HOPG27-5		317	PTRI	HOPG	Hope South/G	27	C03	-121.55	49.4	#N/A	#N/A	BESC
HRSO27-2	HRSO27-2		318	PTRI	HRSO	Harrison river/O	27	C03	-121.95	49.283333	#N/A	#N/A	BESC
HRSO27-5	HRSO27-5		319	PTRI	HRSO	Harrison river/O	27	C03	-121.95	49.283333	#N/A	#N/A	BESC
HRSP27-1	HRSP27-1		320	PTRI	HRSP	Harrison Mill/P	27	C03	-121.85	49.233333	#N/A	#N/A	BESC
HRSP27-4	HRSP27-4		321	PTRI	HRSP	Harrison Mill/P	27	C03	-121.85	49.233333	#N/A	#N/A	BESC
KLNA20-3	KLNA20-3		348	PTRI	KLNA	W Klinaklini river/A	20	C03	-125.583333	51.116667	#N/A	#N/A	BESC
KLNA20-4	KLNA20-4		349	PTRI	KLNA	W Klinaklini river/A	20	C03	-125.583333	51.116667	#N/A	#N/A	BESC
KLNA20-5	KLNA20-5		350	PTRI	KLNA	W Klinaklini river/A	20	C03	-125.583333	51.116667	#N/A	#N/A	BESC
KLNC20-2	KLNC20-2		351	PTRI	KLNC	W Klinaklini river/C	20	C03	-125.55	51.533333	#N/A	#N/A	BESC
KLNE20-3	KLNE20-3		352	PTRI	KLNE	W Klinaklini river/E	20	C03	-125.566667	51.733333	#N/A	#N/A	BESC
KLNE20-4	KLNE20-4		353	PTRI	KLNE	W Klinaklini river/E	20	C03	-125.566667	51.733333	#N/A	#N/A	BESC
KLNE20-5	KLNE20-5		354	PTRI	KLNE	W Klinaklini river/E	20	C03	-125.566667	51.733333	#N/A	#N/A	BESC
KLNG20-4	KLNG20-4		356	PTRI	KLNG	W Klinaklini river/G	20	C03	-125.766667	51.3	#N/A	#N/A	BESC
KLNG20-6	KLNG20-6		357	PTRI	KLNG	W Klinaklini river/G	20	C03	-125.766667	51.3	#N/A	#N/A	BESC
KTMA12-1	KTMA12-1		359	PTRI	KTMA	Kitimat river/A	12	C01	-128.516667	54.25	#N/A	#N/A	BESC
KTMA12-3	KTMA12-3		360	PTRI	KTMA	Kitimat river/A	12	C01	-128.516667	54.25	#N/A	#N/A	BESC
KTMA12-4	KTMA12-4		361	PTRI	KTMA	Kitimat river/A	12	C01	-128.516667	54.25	#N/A	#N/A	BESC
KTMB12-3	KTMB12-3		363	PTRI	KTMB	Kitimat river/B	12	C01	-128.583333	54.15	#N/A	#N/A	BESC
KTMC12-1	KTMC12-1		365	PTRI	KTMC	Kitimat river/C	12	C01	-128.683333	54.05	#N/A	#N/A	BESC
KTMC12-2	KTMC12-2		366	PTRI	KTMC	Kitimat river/C	12	C01	-128.683333	54.05	#N/A	#N/A	BESC
KTMC12-3	KTMC12-3		367	PTRI	KTMC	Kitimat river/C	12	C01	-128.683333	54.05	#N/A	#N/A	BESC
KTMC12-5	KTMC12-5		368	PTRI	KTMC	Kitimat river/C	12	C01	-128.683333	54.05	#N/A	#N/A	BESC
LILA26-4	LILA26-4		407	PTRI	LILA	Lillooet river/A	26	C03	-123.383333	50.616667	#N/A	#N/A	BESC
LILB26-1	LILB26-1		408	PTRI	LILB	Lillooet river/B	26	C03	-123.2	50.55	#N/A	#N/A	BESC
LILB26-3	LILB26-3		409	PTRI	LILB	Lillooet river/B	26	C03	-123.2	50.55	#N/A	#N/A	BESC
LILB26-5	LILB26-5		410	PTRI	LILB	Lillooet river/B	26	C03	-123.2	50.55	#N/A	#N/A	BESC
LILC26-1	LILC26-1		412	PTRI	LILC	Lillooet river/C	26	C03	-123	50.5	#N/A	#N/A	BESC
LILC26-3	LILC26-3		413	PTRI	LILC	Lillooet river/C	26	C03	-123	50.5	#N/A	#N/A	BESC
LILC26-5	LILC26-5		414	PTRI	LILC	Lillooet river/C	26	C03	-123	50.5	#N/A	#N/A	BESC
LILD26-2	LILD26-2		415	PTRI	LILD	Lillooet river/D	26	C03	-122.75	50.3	#N/A	#N/A	BESC
LILD26-3	LILD26-3		416	PTRI	LILD	Lillooet river/D	26	C03	-122.75	50.3	#N/A	#N/A	BESC
LILD26-4	LILD26-4		417	PTRI	LILD	Lillooet river/D	26	C03	-122.75	50.3	#N/A	#N/A	BESC
MCMN27-2	MCMN27-2		484	PTRI	MCMN	McMillan Is./M	27	C03	-122.583333	49.183333	#N/A	#N/A	BESC
MCMN27-3	MCMN27-3		485	PTRI	MCMN	McMillan Is./M	27	C03	-122.583333	49.183333	#N/A	#N/A	BESC
MCMN27-4	MCMN27-4		486	PTRI	MCMN	McMillan Is./M	27	C03	-122.583333	49.183333	#N/A	#N/A	BESC
MTSM27-3	MTSM27-3		536	PTRI	MTSM	Matsqui Is./M	27	C03	-122.333333	49.116667	#N/A	#N/A	BESC
NHTA27-2	NHTA27-2		551	PTRI	NHTA	Nahatlatch river/A	27	C03	-121.566667	50	#N/A	#N/A	BESC
NHTA27-3	NHTA27-3		552	PTRI	NHTA	Nahatlatch river/A	27	C03	-121.566667	50	#N/A	#N/A	BESC
NHTB27-1	NHTB27-1		553	PTRI	NHTB	Nahatlatch river/B	27	C03	-121.816667	49.966667	#N/A	#N/A	BESC
NHTB27-4	NHTB27-4		554	PTRI	NHTB	Nahatlatch river/B	27	C03	-121.816667	49.966667	#N/A	#N/A	BESC
SKWA24-2	SKWA24-2		693	PTRI	SKWA	Skwawka river/A	24	C03	-123.983333	50.216667	#N/A	#N/A	BESC
SKWA24-3	SKWA24-3		694	PTRI	SKWA	Skwawka river/A	24	C03	-123.983333	50.216667	#N/A	#N/A	BESC
SKWA24-4	SKWA24-4		695	PTRI	SKWA	Skwawka river/A	24	C03	-123.983333	50.216667	#N/A	#N/A	BESC
SKWB24-2	SKWB24-2		696	PTRI	SKWB	Skwawka river/B	24	C03	-124	50.233333	#N/A	#N/A	BESC
SKWB24-3	SKWB24-3		697	PTRI	SKWB	Skwawka river/B	24	C03	-124	50.233333	#N/A	#N/A	BESC
SKWB24-5	SKWB24-5		698	PTRI	SKWB	Skwawka river/B	24	C03	-124	50.233333	#N/A	#N/A	BESC
SKWC24-1	SKWC24-1		700	PTRI	SKWC	Skwawka river/C	24	C03	-124	50.25	#N/A	#N/A	BESC
SKWD24-3	SKWD24-3		703	PTRI	SKWD	Skwawka river/D	24	C03	-124.016667	50.25	#N/A	#N/A	BESC
SKWD24-5	SKWD24-5		704	PTRI	SKWD	Skwawka river/D	24	C03	-124.016667	50.25	#N/A	#N/A	BESC
SKWE24-1	SKWE24-1		705	PTRI	SKWE	Skwawka river/E	24	C03	-123.95	50.216667	#N/A	#N/A	BESC
SKWE24-3	SKWE24-3		706	PTRI	SKWE	Skwawka river/E	24	C03	-123.95	50.216667	#N/A	#N/A	BESC
SKWE24-4	SKWE24-4		707	PTRI	SKWE	Skwawka river/E	24	C03	-123.95	50.216667	#N/A	#N/A	BESC
SKWE24-5	SKWE24-5		708	PTRI	SKWE	Skwawka river/E	24	C03	-123.95	50.216667	#N/A	#N/A	BESC
SKWF24-3	SKWF24-3		709	PTRI	SKWF	Skwawka river/F	24	C03	-123.933333	50.25	#N/A	#N/A	BESC
SKWF24-5	SKWF24-5		710	PTRI	SKWF	Skwawka river/F	24	C03	-123.933333	50.25	#N/A	#N/A	BESC
SLMB28-1	SLMB28-1		712	PTRI	SLMB	Slamon river/B	28	C03	-125.816667	50.216667	#N/A	#N/A	BESC
SLMB28-3	SLMB28-3		713	PTRI	SLMB	Slamon river/B	28	C03	-125.816667	50.216667	#N/A	#N/A	BESC
SLMB28-4	SLMB28-4		714	PTRI	SLMB	Slamon river/B	28	C03	-125.816667	50.216667	#N/A	#N/A	BESC
SLMC28-1	SLMC28-1		715	PTRI	SLMC	Slamon river/C	28	C03	-125.833333	50.266667	#N/A	#N/A	BESC
SLMC28-2	SLMC28-2		716	PTRI	SLMC	Slamon river/C	28	C03	-125.833333	50.266667	#N/A	#N/A	BESC
SLMC28-3	SLMC28-3		717	PTRI	SLMC	Slamon river/C	28	C03	-125.833333	50.266667	#N/A	#N/A	BESC
SLMD-28-1	SLMD-28-1		718	PTRI	SLMD	Slamon river/D	28	C03	-125.866667	50.283333	#N/A	#N/A	BESC
SLMD-28-3	SLMD-28-3		719	PTRI	SLMD	Slamon river/D	28	C03	-125.866667	50.283333	#N/A	#N/A	BESC
SQMA25-1	SQMA25-1		742	PTRI	SQMA	Squamish river/A	25	C03	-123.233333	49.866667	#N/A	#N/A	BESC
SQMA25-4	SQMA25-4		743	PTRI	SQMA	Squamish river/A	25	C03	-123.233333	49.866667	#N/A	#N/A	BESC
SQMB25-1	SQMB25-1		745	PTRI	SQMB	Squamish river/B	25	C03	-123.3	49.95	#N/A	#N/A	BESC
SQMB25-3	SQMB25-3		746	PTRI	SQMB	Squamish river/B	25	C03	-123.3	49.95	#N/A	#N/A	BESC
SQMB25-4	SQMB25-4		747	PTRI	SQMB	Squamish river/B	25	C03	-123.3	49.95	#N/A	#N/A	BESC
SQMC25-1	SQMC25-1		748	PTRI	SQMC	Squamish river/C	25	C03	-123.366667	50.1	#N/A	#N/A	BESC
SQMC25-3	SQMC25-3		749	PTRI	SQMC	Squamish river/C	25	C03	-123.366667	50.1	#N/A	#N/A	BESC
SQMC25-4	SQMC25-4		750	PTRI	SQMC	Squamish river/C	25	C03	-123.366667	50.1	#N/A	#N/A	BESC
SQMC25-5	SQMC25-5		751	PTRI	SQMC	Squamish river/C	25	C03	-123.366667	50.1	#N/A	#N/A	BESC
VNDL27-1	VNDL27-1		817	PTRI	VNDL	Vender canal/L	27	C03	-122.1	49.15	#N/A	#N/A	BESC
VNDL27-3	VNDL27-3		818	PTRI	VNDL	Vender canal/L	27	C03	-122.1	49.15	#N/A	#N/A	BESC
VNDL27-5	VNDL27-5		819	PTRI	VNDL	Vender canal/L	27	C03	-122.1	49.15	#N/A	#N/A	BESC
WELC-27-1	WELC-27-1		829	PTRI	WELC	Wellington bar/C	27	C03	-121.416667	49.666667	#N/A	#N/A	BESC
WELC27-3	WELC27-3		830	PTRI	WELC	Wellington bar/C	27	C03	-121.416667	49.666667	#N/A	#N/A	BESC
WELC27-4	WELC27-4		831	PTRI	WELC	Wellington bar/C	27	C03	-121.416667	49.666667	#N/A	#N/A	BESC
WELC27-5	WELC27-5		832	PTRI	WELC	Wellington bar/C	27	C03	-121.416667	49.666667	#N/A	#N/A	BESC
WHTE28-1	WHTE28-1		845	PTRI	WHTE	White river/E	28	C03	-126.05	50.133333	#N/A	#N/A	BESC
WHTE28-3	WHTE28-3		846	PTRI	WHTE	White river/E	28	C03	-126.05	50.133333	#N/A	#N/A	BESC
WHTE28-4	WHTE28-4		847	PTRI	WHTE	White river/E	28	C03	-126.05	50.133333	#N/A	#N/A	BESC
YALD27-5	YALD27-5		862	PTRI	YALD	Yale West/D	27	C03	-121.466667	49.566667	#N/A	#N/A	BESC
YALE27-1	YALE27-1		865	PTRI	YALE	Yale East/E	27	C03	-121.4	49.566667	#N/A	#N/A	BESC
YALE27-3	YALE27-3		866	PTRI	YALE	Yale East/E	27	C03	-121.4	49.566667	#N/A	#N/A	BESC
